Sigma_gas,Sigma_star,H_star,Omega,qshear
11.019225866556646,148.4237073916841,556.4260934376817,17.942984648139266,0.8072228693195826
14.210607043806249,33.2940874853588,199.6900588294877,31.61030767717373,1.0916007526934433
17.169379018577963,87.8684080685211,426.6622224756906,25.68926731114204,0.9561572902209409
7.0316764506531175,56.57314123000759,323.26919644911,41.77538708498443,0.5145108412299476
8.727194609621208,102.73542134371516,285.60887912301786,77.680426884308,0.7551147734132747
21.612078803056356,48.32812708062455,830.6625232241659,26.911841618012563,0.9609987765981425
12.521645759955124,210.15345731848177,343.97201341787985,35.464008707792004,1.124338826233279
9.594698304806535,23.870649255006477,464.52260398897073,22.322204967015427,0.8829268443058796
9.759137623814667,77.44495625862531,369.58779650521717,28.841409619378542,1.0425246434385023
12.737688030786599,62.61258352094742,499.31902738128787,55.578585262296905,0.8447095092617452
18.61685901702099,132.34620329032876,263.64834472266796,21.95629880669038,0.6569138078335071
7.581308634044823,37.52954762895417,657.9203159258611,36.21411625223953,0.9256595480155804
5.207407812086069,277.3512719843207,395.28560849152154,31.113484651080626,0.9944926716577617
15.819871452418932,19.42903888934774,300.01890545345816,18.620502174165697,0.6951437421409783
14.488176214439402,116.05615390526611,602.6507782434336,49.98041606070984,0.8497193001953943
11.162297232832358,42.22851584980662,236.59239976527354,23.904621572163226,1.233594663933431
11.6938329992719,108.74441357623208,523.0478380344464,33.451024598479144,0.4416707087263192
15.259270057259094,44.323745368304486,379.7324719806912,23.30535367760902,0.936418978470313
16.144319432352056,784.9979560712849,608.161361850468,69.7487080907033,1.0771901964559283
5.613834348747306,8.492339927570653,260.3437016869694,27.22211545432308,0.7810995407148102
7.766750463242501,136.70223984757104,307.1841173552995,25.208592305440956,0.9041538844391186
19.17676695155462,37.05819916209313,419.20015950128817,42.601143366269106,1.1394178549072251
13.369878574323364,71.15495303201554,232.02623277196486,11.922295174264017,0.9840911228673236
10.270778171679838,67.77457893040472,567.4991377033153,33.101279173320535,0.7641083554021878
9.067116788239607,222.646053441393,176.9754322212466,47.361790445264035,0.9064948012330629
11.896689587183555,23.24218465021231,533.0869907819493,24.1308057559438,0.6317204390910875
20.550020543009527,93.72189730705595,327.97657010022607,29.567285602686383,0.8215708919993252
8.550773827326061,52.69463678282162,455.0029583207866,20.007996741298243,1.032631938181784
6.803208814040548,83.05294326453225,685.616154603757,20.738452394412484,1.277143942191503
16.816341887033772,59.04159438496965,279.93897971425633,38.74336697493554,0.8729660060009106
13.509330663373406,182.064251202612,491.69191680099067,28.34749445986964,0.7087069244538515
10.517409657089528,27.646393348416424,349.8257857003411,58.040570086650824,1.02005338647732
10.626021921688082,90.52725011107255,268.4410207575056,32.42986612869477,0.8845817102669616
13.810637319044309,54.510903341027706,645.1711738757648,16.742840591585725,1.1203461741738179
16.76828762536927,157.31000233611354,369.2686112213995,43.87597689732171,0.970282897939306
6.278994068687801,31.849732987228823,501.73883222776885,25.136934235255865,0.7405659865637364
8.190585431720987,195.7009242999417,583.200678198976,27.42639578883741,0.5715988734468064
20.418330381582873,25.8530461485816,248.95794492198868,68.20407253744607,0.9472824232951099
12.175914127304965,98.70718433735074,405.83479969464344,22.868096493927464,1.0948873969989936
9.179019009155642,49.86893007158839,294.5114772111443,34.46952436842027,0.8052557971108254
10.152504558532108,127.28844293369114,442.41744084614186,63.29119805757479,1.1904402831316967
13.097452697748425,39.346288614103806,314.51563554486324,27.852848028541164,0.859168324946223
19.225770862819527,74.65787803635328,545.4501381778762,38.44864808629922,0.6913732174573025
8.160114385271607,64.43458241139655,217.6984713190522,21.003674380325815,0.9964762657451314
6.266746328142476,120.37847367153913,340.28369445623775,19.92709115790088,0.9241464314043105
16.173768872360153,40.42320017356605,471.21709034461657,29.950813865455626,0.6615710780061598
14.916088345548866,328.4128100739218,288.11539126060086,24.82054533264071,0.834904722342193
11.575924865308487,17.560612936192467,805.1638904560708,45.25228053354735,1.0544685398639777
11.371964408663734,433.7863602688955,331.6930601049276,22.45583703257625,0.7720172894558975
14.700216403759049,12.487667999019504,447.57991889793817,35.01139721881758,0.9782301711790753
15.384169319588297,105.3557319369908,165.44172864499205,26.261803084168875,1.1736429712398762
4.964304852479771,46.22794192400456,533.5419525625406,105.92356064391984,0.8925282036835601
7.490864956487159,73.92069212541666,476.30983146619343,39.731552551077115,0.7976120190318147
17.936922042068648,65.84495595623376,360.9854096396616,26.053954080153563,1.057847908112557
12.915973552483784,142.67378769868807,718.9694732847875,31.663406906538878,0.9415403395423186
9.9583659199688,35.22692392168472,273.15912800251334,17.31292757520276,0.332239711903245
9.390513702842908,97.5170652280353,630.0574422143511,23.644336674793923,1.0057480960595462
12.340009611132416,51.04627814584625,249.77036815300303,50.05639189359746,0.7324734655460147
25.830316445845558,242.6350835063535,510.85477748313366,19.253419996005377,0.8672062137942921
8.79065923600741,21.073665114931302,389.55652401717987,30.24467214696046,1.3428107876120803
7.1180559707233435,169.65917529564854,225.30882920582638,37.37203869579251,1.0261186736566938
17.77468548430221,29.149470761635122,573.4783669174265,21.33610444619929,0.8279370011099864
14.001854058821579,80.65603894449843,308.3887106371602,53.67422643451394,0.5850578670596387
10.822048500058214,61.22982834871182,415.2940919045189,29.017892170393438,0.9182403517355842
